,Food name,Category number,Category name,Protein (g),Water (g),"Fiber, total dietary (g)","Vitamin A, RAE (mcg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Vitamin B-12 (mcg),"Folate, total (mcg)",Vitamin C (mg),Calcium (mg),Iron (mg),Magnesium (mg),Potassium (mg),Sodium (mg),Zinc (mg),Energy (kcal),"Sugars, total (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Vitamin D (D2 + D3) (mcg),Category 2,Category 3
5139,"Apple, baked",6002,Apples,0.32,73.63,2.5,27,0.015,0.027,0.097,0.045,0.01,2,3.9,14,0.19,6,114,4,0.05,112,18.99,3.04,1.812,0.834,0.16,8,0.0,,
5140,"Apricot, raw",6018,Other fruits and fruit salads,1.4,86.35,2.0,96,0.03,0.04,0.6,0.054,0.0,9,10.0,13,0.39,10,259,1,0.2,48,9.24,0.39,0.027,0.17,0.077,0,0.0,,
5141,"Apricot, canned",6018,Other fruits and fruit salads,0.65,84.97,1.5,90,0.019,0.023,0.363,0.05,0.0,2,3.1,7,0.3,6,177,3,0.1,56,12.39,0.17,0.01,0.063,0.029,0,0.0,,
5142,"Avocado, raw",6420,Other vegetables and combinations,2.0,73.23,6.7,7,0.067,0.13,1.738,0.257,0.0,81,10.0,12,0.55,29,485,7,0.64,160,0.66,14.66,2.126,9.799,1.816,0,0.0,,
5143,"Banana, raw",6004,Bananas,1.09,74.91,2.6,3,0.031,0.073,0.665,0.367,0.0,20,8.7,5,0.26,27,358,1,0.15,89,12.23,0.33,0.112,0.032,0.073,0,0.0,,
5144,"Banana, fried",6004,Bananas,1.19,62.35,2.8,27,0.026,0.075,0.644,0.373,0.01,13,7.4,13,0.33,29,353,4,0.16,151,20.94,3.21,1.901,0.861,0.184,8,0.0,,
5145,"Cantaloupe, raw",6014,Melons,0.82,90.2,0.8,232,0.049,0.027,0.694,0.04,0.0,14,10.9,9,0.38,13,157,30,0.44,34,7.88,0.18,0.051,0.003,0.081,0,0.0,,
5146,"Starfruit, raw",6018,Other fruits and fruit salads,1.04,91.38,2.8,3,0.014,0.016,0.367,0.017,0.0,12,34.4,3,0.08,10,133,2,0.12,31,3.98,0.33,0.019,0.03,0.184,0,0.0,,
5147,"Cassaba melon, raw",6014,Melons,1.11,91.85,0.9,0,0.015,0.031,0.232,0.163,0.0,8,21.8,11,0.34,11,182,9,0.07,28,5.69,0.1,0.025,0.002,0.039,0,0.0,,
5148,"Cherries, maraschino",6018,Other fruits and fruit salads,0.22,57.27,3.2,2,0.0,0.0,0.004,0.005,0.0,0,0.0,54,0.43,4,21,4,0.26,165,38.77,0.21,0.039,0.049,0.055,0,0.0,,
5149,Cherry pie filling,8806,"Jams, syrups, toppings",0.6,69.57,0.9,37,0.013,0.036,0.136,0.034,0.0,6,1.6,9,1.08,5,76,52,0.06,119,24.96,0.91,0.163,0.392,0.255,0,0.0,,
5150,"Cherries, raw",6018,Other fruits and fruit salads,1.06,82.25,2.1,3,0.027,0.033,0.154,0.049,0.0,4,7.0,13,0.36,11,222,0,0.07,63,12.82,0.2,0.038,0.047,0.052,0,0.0,,
5151,"Cherries, canned",6018,Other fruits and fruit salads,0.71,80.09,1.4,7,0.02,0.039,0.377,0.028,0.0,4,2.0,10,0.34,8,121,1,0.07,73,17.42,0.14,0.026,0.031,0.035,0,0.0,,
5152,"Cherries, frozen",6018,Other fruits and fruit salads,1.06,82.25,2.1,3,0.027,0.033,0.154,0.049,0.0,4,7.0,13,0.36,11,222,0,0.07,63,12.82,0.2,0.038,0.047,0.052,0,0.0,,
5153,"Fig, raw",6018,Other fruits and fruit salads,0.75,79.11,2.9,7,0.06,0.05,0.4,0.113,0.0,6,2.0,35,0.37,17,232,1,0.15,74,16.26,0.3,0.06,0.066,0.144,0,0.0,,
5154,"Fig, canned",6018,Other fruits and fruit salads,0.56,79.31,2.2,4,0.036,0.037,0.27,0.081,0.0,3,1.2,26,0.28,13,157,1,0.11,75,17.18,0.24,0.045,0.05,0.108,0,0.0,,
5155,"Grapes, raw",6006,Grapes,0.72,80.54,0.9,3,0.069,0.07,0.188,0.086,0.0,2,3.2,10,0.36,7,191,2,0.07,69,15.48,0.16,0.054,0.007,0.048,0,0.0,,
5156,"Guava, raw",6018,Other fruits and fruit salads,2.55,80.8,5.4,31,0.067,0.04,1.084,0.11,0.0,49,228.3,18,0.26,22,417,2,0.23,68,8.92,0.95,0.272,0.087,0.401,0,0.0,,
5157,"Kiwi fruit, raw",6018,Other fruits and fruit salads,1.06,83.9,3.0,4,0.027,0.025,0.37,0.061,0.0,26,74.7,35,0.24,16,198,5,0.14,58,8.99,0.44,0.029,0.047,0.287,0,0.0,,
5158,Lychee,6018,Other fruits and fruit salads,0.83,81.76,1.3,0,0.011,0.065,0.603,0.1,0.0,14,71.5,5,0.31,10,171,1,0.07,66,15.23,0.44,0.099,0.12,0.132,0,0.0,,
5159,"Honeydew melon, raw",6014,Melons,0.54,89.82,0.8,3,0.038,0.012,0.418,0.088,0.0,19,18.0,6,0.17,10,228,18,0.09,36,8.12,0.14,0.038,0.003,0.059,0,0.0,,
5160,"Mango, raw",6024,Mango and papaya,0.82,83.46,1.6,54,0.028,0.038,0.669,0.119,0.0,43,36.4,11,0.16,10,168,1,0.09,60,13.66,0.38,0.092,0.14,0.071,0,0.0,,
5161,"Mango, canned",6024,Mango and papaya,0.62,82.58,1.2,34,0.017,0.028,0.452,0.085,0.0,19,21.8,8,0.12,8,114,1,0.07,64,15.24,0.3,0.069,0.105,0.053,0,0.0,,
5162,"Mango, frozen",6024,Mango and papaya,0.82,83.46,1.6,54,0.028,0.038,0.669,0.119,0.0,43,36.4,11,0.16,10,168,1,0.09,60,13.66,0.38,0.092,0.14,0.071,0,0.0,,
5163,"Nectarine, raw",6008,Peaches and nectarines,1.06,89.0,1.5,21,0.034,0.027,1.12,0.025,0.0,6,2.9,2,0.3,9,131,13,0.21,39,7.89,0.28,0.0,0.0,0.0,0,0.0,,
5164,"Papaya, raw",6024,Mango and papaya,0.47,88.06,1.7,47,0.023,0.027,0.357,0.038,0.0,37,60.9,20,0.25,21,182,8,0.08,43,7.82,0.26,0.081,0.072,0.058,0,0.0,,
5165,"Papaya, canned",6024,Mango and papaya,0.35,86.03,1.3,30,0.014,0.02,0.241,0.027,0.0,17,36.5,15,0.19,16,123,7,0.06,52,10.86,0.21,0.061,0.054,0.044,0,0.0,,
5166,"Passion fruit, raw",6018,Other fruits and fruit salads,2.2,72.93,10.4,64,0.0,0.13,1.5,0.1,0.0,14,30.0,12,1.6,29,348,28,0.1,97,11.2,0.7,0.059,0.086,0.411,0,0.0,,
5167,"Peach, raw",6008,Peaches and nectarines,0.91,88.3,1.5,24,0.024,0.031,0.806,0.025,0.0,6,4.1,4,0.34,8,122,13,0.23,42,8.39,0.27,0.019,0.067,0.086,0,0.0,,
5168,"Peach, canned, NFS",6008,Peaches and nectarines,0.43,87.24,1.2,24,0.008,0.021,0.477,0.024,0.0,3,2.7,3,0.34,6,116,4,0.09,47,10.65,0.09,0.009,0.02,0.032,0,0.0,,
5169,"Peach, canned, in syrup",6008,Peaches and nectarines,0.4,85.68,1.2,25,0.008,0.019,0.479,0.017,0.0,3,2.7,2,0.3,5,91,3,0.08,53,12.41,0.08,0.006,0.019,0.026,0,0.0,,
5170,"Peach, canned, juice pack",6008,Peaches and nectarines,0.45,88.79,1.2,24,0.009,0.023,0.475,0.031,0.0,3,2.8,4,0.39,6,141,6,0.1,41,8.89,0.1,0.012,0.02,0.038,0,0.0,,
5171,"Peach, frozen",6008,Peaches and nectarines,0.91,88.3,1.5,24,0.024,0.031,0.806,0.025,0.0,6,4.1,4,0.34,8,122,13,0.23,42,8.39,0.27,0.019,0.067,0.086,0,0.0,,
5172,"Pear, raw",6020,Pears,0.36,83.96,3.1,1,0.012,0.026,0.161,0.029,0.0,7,4.3,9,0.18,7,116,1,0.1,57,9.75,0.14,0.022,0.084,0.094,0,0.0,,
5173,"Pear, Asian, raw",6020,Pears,0.5,88.25,3.6,0,0.009,0.01,0.219,0.022,0.0,8,3.8,4,0.0,8,121,0,0.02,42,7.05,0.23,0.012,0.049,0.055,0,0.0,,
5174,"Pear, canned, NFS",6020,Pears,0.2,86.05,1.5,0,0.008,0.013,0.057,0.02,0.0,1,1.0,5,0.25,5,75,3,0.09,51,11.81,0.06,0.006,0.007,0.012,0,0.0,,
5175,"Pear, canned, in syrup",6020,Pears,0.18,84.47,1.5,0,0.007,0.011,0.05,0.013,0.0,1,0.9,4,0.2,4,49,2,0.08,57,13.6,0.05,0.002,0.006,0.006,0,0.0,,
5176,"Pear, canned, juice pack",6020,Pears,0.23,87.63,1.5,0,0.008,0.015,0.064,0.026,0.0,1,1.1,6,0.29,6,100,5,0.1,45,10.03,0.07,0.009,0.007,0.019,0,0.0,,
5177,"Persimmon, raw",6018,Other fruits and fruit salads,0.58,80.32,3.6,81,0.03,0.02,0.1,0.1,0.0,8,7.5,8,0.15,9,161,1,0.11,70,12.53,0.19,0.02,0.037,0.043,0,0.0,,
5178,"Pineapple, raw",6022,Pineapple,0.54,86.0,1.4,3,0.079,0.032,0.5,0.112,0.0,18,47.8,13,0.29,12,109,1,0.12,50,9.85,0.12,0.009,0.013,0.04,0,0.0,,
5179,"Pineapple, canned, NFS",6022,Pineapple,0.42,85.16,0.7,2,0.084,0.027,0.276,0.074,0.0,5,7.1,15,0.42,17,141,2,0.12,54,13.07,0.12,0.009,0.01,0.034,0,0.0,,
5180,"Pineapple, canned, in syrup",6022,Pineapple,0.4,83.56,0.7,2,0.086,0.025,0.274,0.068,0.0,5,7.1,14,0.37,17,117,1,0.11,60,14.88,0.11,0.006,0.01,0.029,0,0.0,,
5181,"Pineapple, canned, juice pack",6022,Pineapple,0.44,86.76,0.8,2,0.083,0.029,0.278,0.079,0.0,5,7.0,16,0.46,18,166,4,0.12,48,11.26,0.12,0.012,0.011,0.04,0,0.0,,
5182,"Pineapple, frozen",6022,Pineapple,0.54,86.0,1.4,3,0.079,0.032,0.5,0.112,0.0,18,47.8,13,0.29,12,109,1,0.12,50,9.85,0.12,0.009,0.013,0.04,0,0.0,,
5183,"Plum, raw",6018,Other fruits and fruit salads,0.7,87.23,1.4,17,0.028,0.026,0.417,0.029,0.0,5,9.5,6,0.17,7,157,0,0.1,46,9.92,0.28,0.017,0.134,0.044,0,0.0,,
5184,"Plum, canned",6018,Other fruits and fruit salads,0.52,85.4,1.0,11,0.017,0.019,0.281,0.021,0.0,2,5.7,5,0.13,5,106,1,0.08,54,12.43,0.23,0.013,0.1,0.033,0,0.0,,
5185,"Pomegranate, raw",6018,Other fruits and fruit salads,1.67,77.93,4.0,0,0.067,0.053,0.293,0.075,0.0,38,10.2,10,0.3,12,236,3,0.35,83,13.67,1.17,0.12,0.093,0.079,0,0.0,,
5186,Rhubarb,6018,Other fruits and fruit salads,0.81,80.83,1.6,4,0.014,0.028,0.242,0.02,0.0,4,5.7,73,0.2,11,233,4,0.09,71,14.4,0.22,0.047,0.035,0.089,0,0.0,,
5187,Tamarind,6018,Other fruits and fruit salads,2.8,31.4,5.1,2,0.428,0.152,1.938,0.066,0.0,14,3.5,74,2.8,92,628,28,0.1,239,38.8,0.6,0.272,0.181,0.059,0,0.0,,
5188,"Watermelon, raw",6014,Melons,0.61,91.45,0.4,28,0.033,0.021,0.178,0.045,0.0,3,8.1,7,0.24,10,112,1,0.1,30,6.2,0.15,0.016,0.037,0.05,0,0.0,,
5189,"Berries, NFS",6011,Blueberries and other berries,0.69,88.93,2.1,2,0.028,0.028,0.396,0.048,0.0,19,44.1,13,0.37,11,130,1,0.15,40,6.41,0.31,0.019,0.044,0.152,0,0.0,,
5190,"Blackberries, raw",6011,Blueberries and other berries,1.39,88.15,5.3,11,0.02,0.026,0.646,0.03,0.0,25,21.0,29,0.62,20,162,1,0.53,43,4.88,0.49,0.014,0.047,0.28,0,0.0,,
5191,"Blackberries, frozen",6011,Blueberries and other berries,1.18,82.21,5.0,6,0.029,0.046,1.207,0.061,0.0,34,3.1,29,0.8,22,140,1,0.25,64,10.67,0.43,0.015,0.041,0.245,0,0.0,,
5192,"Blueberries, raw",6011,Blueberries and other berries,0.74,84.21,2.4,3,0.037,0.041,0.418,0.052,0.0,6,9.7,6,0.28,6,77,1,0.16,57,9.96,0.33,0.028,0.047,0.146,0,0.0,,
5193,"Bluberries, canned",6011,Blueberries and other berries,1.04,75.72,2.6,2,0.046,0.132,0.363,0.049,0.0,2,0.5,6,0.43,4,54,3,0.09,88,17.45,0.4,0.028,0.062,0.19,0,0.0,,
5194,"Blueberries, frozen",6011,Blueberries and other berries,0.42,86.59,2.7,2,0.032,0.037,0.52,0.059,0.0,7,2.5,8,0.18,5,54,1,0.07,51,8.45,0.64,0.053,0.091,0.279,0,0.0,,
5195,Blueberry pie filling,8806,"Jams, syrups, toppings",0.41,54.66,2.6,1,0.023,0.034,0.091,0.029,0.0,1,0.7,27,0.8,10,115,12,0.1,181,37.75,0.2,0.0,0.0,0.0,0,0.0,,
5196,"Cranberries, raw",6011,Blueberries and other berries,0.46,87.32,3.6,3,0.012,0.02,0.101,0.057,0.0,1,14.0,8,0.23,6,80,2,0.09,46,4.27,0.13,0.008,0.018,0.055,0,0.0,,
5197,Cranberry sauce,6011,Blueberries and other berries,0.9,58.45,1.1,2,0.015,0.021,0.1,0.014,0.0,1,1.0,3,0.41,2,28,5,0.03,159,31.75,0.15,0.007,0.007,0.031,0,0.0,,
5198,"Raspberries, raw",6011,Blueberries and other berries,1.2,85.75,6.5,2,0.032,0.038,0.598,0.055,0.0,21,26.2,25,0.69,22,151,1,0.42,52,4.42,0.65,0.019,0.064,0.375,0,0.0,,
5199,"Raspberries, frozen",6011,Blueberries and other berries,1.2,85.75,6.5,2,0.032,0.038,0.598,0.055,0.0,21,26.2,25,0.69,22,151,1,0.42,52,4.42,0.65,0.019,0.064,0.375,0,0.0,,
5200,"Strawberries, raw",6009,Strawberries,0.67,90.95,2.0,1,0.024,0.022,0.386,0.047,0.0,24,58.8,16,0.41,13,153,1,0.14,32,4.89,0.3,0.015,0.043,0.155,0,0.0,,
5201,"Strawberries, canned",6009,Strawberries,0.56,75.35,1.7,1,0.021,0.034,0.057,0.049,0.0,28,31.7,13,0.49,8,86,4,0.09,92,21.83,0.26,0.014,0.036,0.129,0,0.0,,
5202,"Strawberries, frozen",6009,Strawberries,0.43,89.97,2.1,2,0.022,0.037,0.462,0.028,0.0,17,41.2,16,0.75,11,148,2,0.13,35,4.56,0.11,0.006,0.015,0.054,0,0.0,,
5203,Ambrosia,6018,Other fruits and fruit salads,0.9,81.51,2.3,7,0.071,0.044,0.424,0.138,0.0,24,40.1,24,0.24,15,200,1,0.12,70,11.62,0.96,0.748,0.056,0.047,0,0.0,,
5204,"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",6018,Other fruits and fruit salads,0.7,84.92,1.7,32,0.034,0.041,0.379,0.122,0.0,13,18.7,9,0.29,13,191,4,0.14,53,9.49,0.23,0.049,0.024,0.082,0,0.0,,
5205,"Fruit salad, fresh or raw, including citrus fruits, no dressing",6018,Other fruits and fruit salads,0.76,85.31,1.9,27,0.045,0.041,0.358,0.109,0.0,16,26.0,16,0.25,13,189,4,0.13,52,9.46,0.21,0.042,0.023,0.07,0,0.0,,
5206,"Fruit cocktail, canned, NFS",6018,Other fruits and fruit salads,0.41,85.1,0.9,12,0.015,0.014,0.335,0.054,0.0,3,2.0,6,0.28,7,112,5,0.09,54,13.08,0.08,0.009,0.009,0.024,0,0.0,,
5207,"Fruit cocktail, canned, in syrup",6018,Other fruits and fruit salads,0.39,83.5,0.9,12,0.015,0.012,0.334,0.048,0.0,3,1.9,5,0.23,6,87,4,0.08,60,14.89,0.07,0.006,0.008,0.018,0,0.0,,
5208,"Fruit cocktail, canned, juice pack",6018,Other fruits and fruit salads,0.43,86.71,0.9,11,0.015,0.016,0.336,0.06,0.0,3,2.1,7,0.33,8,136,7,0.1,48,11.27,0.09,0.012,0.01,0.031,0,0.0,,
5209,"Fruit mixture, frozen",6018,Other fruits and fruit salads,0.7,87.59,1.5,63,0.04,0.033,0.626,0.065,0.0,20,28.1,11,0.38,11,141,9,0.2,44,8.87,0.21,0.035,0.048,0.066,0,0.0,,
5210,Apple salad with dressing,6018,Other fruits and fruit salads,1.48,71.84,2.1,6,0.047,0.043,0.182,0.081,0.02,12,3.5,16,0.37,16,144,86,0.27,172,8.89,13.92,1.906,2.719,8.835,5,0.0,,
5211,"Apple, candied",6002,Apples,1.34,66.3,1.8,5,0.038,0.084,0.105,0.045,0.08,3,3.6,39,0.12,8,134,62,0.14,134,24.17,2.15,0.64,0.391,0.908,2,0.0,,
5212,"Fruit, chocolate covered",6018,Other fruits and fruit salads,1.44,71.33,2.8,1,0.031,0.037,0.395,0.044,0.0,22,46.0,19,1.0,35,199,3,0.46,129,15.68,6.76,3.87,2.2,0.331,0,0.0,,
5213,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",6018,Other fruits and fruit salads,1.9,63.56,1.9,5,0.065,0.051,0.377,0.162,0.02,18,13.7,16,0.46,23,179,127,0.35,235,8.7,20.3,2.857,4.081,12.743,8,0.0,,
5214,"Fruit salad, excluding citrus fruits, with whipped cream",6018,Other fruits and fruit salads,2.22,72.02,2.1,51,0.072,0.074,0.422,0.181,0.02,19,15.2,23,0.47,26,203,4,0.38,150,9.78,10.26,3.319,1.89,4.443,13,0.2,,
5215,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",6018,Other fruits and fruit salads,2.07,72.1,2.2,3,0.073,0.054,0.434,0.185,0.0,19,15.8,17,0.49,26,202,3,0.38,140,11.67,8.23,2.311,0.974,4.494,0,0.0,,
5216,"Fruit salad, excluding citrus fruits, with marshmallows",6018,Other fruits and fruit salads,1.9,60.8,1.8,5,0.061,0.048,0.359,0.153,0.02,17,12.9,15,0.45,22,169,124,0.34,240,11.56,19.12,2.693,3.847,11.999,8,0.0,,
5217,"Fruit salad, including citrus fruits, with pudding",6018,Other fruits and fruit salads,2.05,73.84,2.1,4,0.067,0.063,0.329,0.147,0.03,19,15.2,31,0.38,22,199,39,0.33,124,11.97,5.99,0.733,1.208,3.68,0,0.0,,
5218,"Fruit salad, excluding citrus fruits, with pudding",6018,Other fruits and fruit salads,1.98,73.43,1.8,3,0.065,0.062,0.377,0.16,0.03,17,13.3,25,0.42,23,183,40,0.35,126,12.13,6.11,0.745,1.229,3.755,0,0.0,,
5219,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",6018,Other fruits and fruit salads,1.97,64.19,2.1,7,0.067,0.053,0.327,0.149,0.02,21,15.7,22,0.41,22,195,124,0.34,230,8.6,19.9,2.802,4.003,12.487,8,0.0,,
5220,"Fruit salad, including citrus fruit, with whipped cream",6018,Other fruits and fruit salads,2.29,72.52,2.3,52,0.074,0.075,0.367,0.166,0.02,22,17.3,30,0.42,25,220,4,0.37,147,9.65,10.04,3.248,1.852,4.342,13,0.2,,
5221,"Fruit salad, including citrus fruits, with nondairy whipped topping",6018,Other fruits and fruit salads,2.14,72.62,2.4,5,0.075,0.056,0.375,0.169,0.0,23,18.0,24,0.44,25,220,3,0.36,137,11.49,8.04,2.26,0.955,4.388,0,0.0,,
5222,"Fruit salad, including citrus fruits, with marshmallows",6018,Other fruits and fruit salads,1.96,61.44,2.0,7,0.063,0.05,0.313,0.141,0.02,20,14.8,21,0.4,21,184,122,0.32,235,11.42,18.76,2.644,3.777,11.771,8,0.0,,
5223,Lime souffle,5804,Pudding,8.82,35.87,1.3,98,0.091,0.289,0.197,0.129,0.43,25,5.0,46,1.41,23,153,87,1.35,315,37.42,14.59,2.648,7.144,3.771,226,1.2,,
5224,"Guacamole, NFS",8412,"Dips, gravies, other sauces",1.95,73.02,6.5,7,0.066,0.126,1.683,0.251,0.0,79,10.2,12,0.54,28,472,344,0.62,155,0.72,14.18,2.057,9.477,1.757,0,0.0,,
5225,Guacamole with tomatoes,8412,"Dips, gravies, other sauces",1.87,74.7,6.1,10,0.063,0.118,1.598,0.237,0.0,74,10.5,12,0.52,27,454,317,0.59,145,0.87,13.09,1.899,8.74,1.626,0,0.0,,
5226,Chutney,8406,Mustard and other condiments,0.33,36.3,1.0,0,0.014,0.067,0.032,0.018,0.0,10,7.7,19,0.43,4,68,802,0.05,246,42.68,0.06,0.009,0.033,0.0,0,0.0,,
5227,Pineapple salad with dressing,6018,Other fruits and fruit salads,0.58,81.45,1.3,5,0.073,0.031,0.452,0.102,0.01,17,43.0,13,0.29,11,103,49,0.12,96,8.94,5.71,0.884,1.272,3.382,3,0.0,,
5228,"Soup, fruit",3802,Soups,0.55,92.0,0.8,61,0.038,0.021,0.343,0.035,0.0,8,19.5,9,0.25,9,106,8,0.24,28,5.87,0.13,0.018,0.018,0.058,0,0.0,,
5229,Frozen fruit juice bar,5806,"Gelatins, ices, sorbets",0.81,73.53,0.5,1,0.01,0.024,0.152,0.02,0.0,12,16.8,7,0.32,6,73,6,0.03,105,22.6,0.06,0.0,0.0,0.014,0,0.0,,
5230,"Frozen fruit juice bar, no sugar added",5806,"Gelatins, ices, sorbets",0.12,92.46,0.1,0,0.001,0.002,0.016,0.002,0.0,1,10.3,0,0.62,1,15,9,0.43,30,3.12,0.01,0.0,0.0,0.003,0,0.0,,
5231,Sorbet,5806,"Gelatins, ices, sorbets",0.79,71.88,0.5,0,0.006,0.009,0.082,0.013,0.0,3,5.2,3,0.17,2,28,13,0.04,110,25.78,0.05,0.0,0.0,0.015,0,0.0,,
5232,"Fruit juice, NFS",7006,Other fruit juice,0.16,87.05,0.2,0,0.006,0.015,0.087,0.021,0.0,0,28.2,11,0.11,7,96,7,0.05,50,10.92,0.12,0.023,0.005,0.032,0,0.0,,
5233,"Fruit juice blend, 100% juice",7006,Other fruit juice,0.16,87.05,0.2,0,0.006,0.015,0.087,0.021,0.0,0,28.2,11,0.11,7,96,7,0.05,50,10.92,0.12,0.023,0.005,0.032,0,0.0,,
5234,"Cranberry juice blend, 100% juice",7006,Other fruit juice,0.16,87.05,0.2,0,0.006,0.015,0.087,0.021,0.0,0,28.2,11,0.11,7,96,7,0.05,50,10.92,0.12,0.023,0.005,0.032,0,0.0,,
5235,"Cranberry juice blend, 100% juice, with calcium added",7006,Other fruit juice,0.27,88.6,0.1,1,0.005,0.015,0.094,0.018,0.0,18,31.5,19,0.08,5,76,6,0.05,45,9.8,0.12,0.002,0.002,0.002,0,0.0,,
5236,Apple cider,7004,Apple juice,0.1,88.24,0.2,0,0.021,0.017,0.073,0.018,0.0,0,0.9,8,0.12,5,101,4,0.02,46,9.62,0.13,0.022,0.006,0.039,0,0.0,,
5237,"Apple juice, 100%",7004,Apple juice,0.1,88.24,0.2,0,0.021,0.017,0.073,0.018,0.0,0,10.3,8,0.12,5,101,4,0.02,46,9.62,0.13,0.022,0.006,0.039,0,0.0,,
5238,"Apple juice, 100%, with calcium added",7004,Apple juice,0.12,87.92,0.3,0,0.004,0.015,0.067,0.018,0.0,0,30.3,70,0.13,5,184,5,0.04,48,9.47,0.17,0.029,0.008,0.051,0,0.0,,
5239,"Blackberry juice, 100%",7006,Other fruit juice,0.3,90.9,0.1,6,0.012,0.018,0.446,0.021,0.0,10,11.3,12,0.48,21,135,1,0.41,38,7.7,0.6,0.018,0.058,0.344,0,0.0,,
5240,Blueberry juice,7006,Other fruit juice,0.48,89.7,1.6,2,0.024,0.027,0.272,0.034,0.0,4,6.3,5,0.18,4,50,2,0.1,37,6.47,0.21,0.018,0.031,0.095,0,0.0,,
5241,"Cranberry juice, 100%, not a blend",7006,Other fruit juice,0.39,87.13,0.1,2,0.009,0.018,0.091,0.052,0.0,1,9.3,8,0.25,6,77,2,0.1,46,12.1,0.13,0.01,0.023,0.07,0,0.0,,
5242,"Grape juice, 100%",7006,Other fruit juice,0.37,84.51,0.2,0,0.017,0.015,0.133,0.032,0.0,0,25.0,11,0.25,10,104,5,0.07,60,14.2,0.13,0.025,0.003,0.022,0,0.0,,
5243,"Grape juice, 100%, with calcium added",7006,Other fruit juice,0.37,84.51,0.2,0,0.017,0.015,0.133,0.032,0.0,0,25.0,42,0.25,10,104,5,0.07,62,14.2,0.13,0.025,0.003,0.022,0,0.0,,
5244,"Papaya juice, 100%",7006,Other fruit juice,0.17,85.02,0.6,18,0.006,0.004,0.15,0.009,0.0,2,3.0,10,0.34,3,31,5,0.15,57,13.91,0.15,0.047,0.041,0.035,0,0.0,,
5245,"Passion fruit juice, 100%",7006,Other fruit juice,0.39,85.62,0.2,36,0.0,0.131,1.46,0.05,0.0,7,29.8,4,0.24,17,278,6,0.05,51,13.4,0.05,0.004,0.006,0.029,0,0.0,,
5246,"Pineapple juice, 100%",7006,Other fruit juice,0.36,86.37,0.2,0,0.058,0.021,0.199,0.1,0.0,18,43.8,13,0.31,12,130,2,0.11,53,9.98,0.12,0.008,0.014,0.042,0,0.0,,
5247,"Pomegranate juice, 100%",7006,Other fruit juice,0.15,85.95,0.1,0,0.015,0.015,0.233,0.04,0.0,24,0.1,11,0.1,7,214,9,0.09,54,12.65,0.29,0.077,0.059,0.05,0,0.0,,
5248,"Prune juice, 100%",7006,Other fruit juice,0.61,81.24,1.0,0,0.016,0.07,0.785,0.218,0.0,0,4.1,12,1.18,14,276,4,0.21,71,16.45,0.03,0.003,0.021,0.007,0,0.0,,
5249,"Strawberry juice, 100%",7006,Other fruit juice,0.3,90.9,0.1,6,0.012,0.018,0.446,0.021,0.0,10,11.3,12,0.48,21,135,1,0.41,38,7.7,0.6,0.018,0.058,0.344,0,0.0,,
5250,"Watermelon juice, 100%",7006,Other fruit juice,0.61,91.45,0.4,28,0.033,0.021,0.178,0.045,0.0,3,8.1,7,0.24,10,112,1,0.1,30,6.2,0.15,0.016,0.037,0.05,0,0.0,,
5251,"Fruit smoothie, with whole fruit, no dairy",7220,Smoothies and grain drinks,0.64,85.51,1.7,2,0.035,0.044,0.443,0.113,0.0,16,23.9,27,0.3,12,175,2,0.1,53,8.2,0.27,0.038,0.038,0.099,0,0.1,,
5252,"Fruit smoothie, with whole fruit, no dairy, added protein",7220,Smoothies and grain drinks,6.26,79.56,1.8,2,0.076,0.187,0.493,0.149,0.18,17,22.1,59,0.36,26,199,13,0.54,75,7.6,0.37,0.092,0.046,0.114,1,0.1,,
5253,"Fruit smoothie, with whole fruit, non-dairy",7220,Smoothies and grain drinks,1.47,85.14,1.3,23,0.031,0.044,0.362,0.071,0.16,9,9.1,80,0.55,19,115,26,0.16,58,4.97,0.95,0.156,0.258,0.438,0,0.3,,
5254,"Fruit smoothie juice drink, no dairy",7220,Smoothies and grain drinks,0.63,86.31,1.2,2,0.032,0.042,0.379,0.116,0.0,17,27.1,30,0.3,13,189,2,0.1,50,7.67,0.15,0.031,0.02,0.042,0,0.2,,
5255,"Fruit smoothie, light",7220,Smoothies and grain drinks,2.65,86.34,1.1,22,0.04,0.116,0.309,0.091,0.31,10,8.5,91,0.21,14,189,31,0.42,52,7.01,0.62,0.315,0.144,0.078,2,0.3,,
5256,"Fruit smoothie, bottled",7220,Smoothies and grain drinks,0.48,87.28,0.6,2,0.04,0.057,0.31,0.115,0.0,35,8.4,10,0.2,14,201,2,0.08,50,10.05,0.27,0.061,0.016,0.029,0,0.0,,
5257,"Fruit nectar, NFS",7204,Fruit drinks,0.11,86.63,0.3,35,0.003,0.003,0.08,0.015,0.0,7,15.2,17,0.36,3,24,5,0.02,51,12.45,0.06,0.014,0.022,0.011,0,0.0,,
